"genome_id","genome_name","Phenotype","Phenotype_Sam_Justification","Phenotype_final","other_names","ncbi_taxon_id","taxon_lineage_i_ds","taxon_lineage_names","superkingdom","kingdom","phylum","class","order","family","genus","species","genome_status","strain","serovar","biovar","pathovar","mlst","segment","subtype","h_type","n_type","h1_clade_global","h1_clade_us","h5_clade","p_h1n1_like","lineage","clade","subclade","other_typing","culture_collection","type_strain","reference","genome_quality","completion_date","publication","authors","bio_project_accession","bio_sample_accession","assembly_accession","sra_accession","gen_bank_accessions","sequencing_center","sequencing_status","sequencing_platform","sequencing_depth","assembly_method","chromosome","plasmids","contigs","size","gc_content","contig_l50","contig_n50","trna","rrna","mat_peptide","cds","coarse_consistency","fine_consistency","check_m_contamination","check_m_completeness","genome_quality_flags","isolation_source","isolation_comments","collection_date","collection_year","season","isolation_country","geographic_group","geographic_location","other_environmental","host_name","host_common_name","host_gender","host_age","host_health","host_group","lab_host","passage","other_clinical","additional_metadata","comments","date_inserted","date_modified","nm_contigs"
2509361.3,"Erythrobacter sp. CFH 74456","unkown","Halotolerant","Halotolerant","NA",2509361,"131567;2;1224;28211;204457;335929;1855416;2509361","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Qipengyuania;Qipengyuania thermophila","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","WGS","CFH 74456","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Good","2019-02-11T00:00:00Z","NA","NA","PRJNA516756","SAMN10797289","GCA_004153605.1","NA","SDSI00000000","Xinxiang Medical University","WGS","Illumina","100.0x","SPAdes v. 3.6.0","NA",0,17,2261573,68.50911,2,853882,45,3,"NA",2225,"NA","NA","NA","NA","NA","hot spring sediment","NA",43009,2017,"NA","China","Asia","China:Yunnan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sample_type:sediment","we sequenced the genome of Erythrobacter sp. for further insight into of environment and study on the phylogeny of Erythrobacter sp.","2019-07-20T18:09:02.416Z","2019-07-20T18:09:02.416Z",17
2739433.3,"Erythrobacter sp. EB310","unkown","Halotolerant","Halotolerant","NA",2739433,"131567;2;1224;28211;204457;335929;2800788;1041;2739433","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter/Porphyrobacter group;Erythrobacter;Erythrobacter mangrovi","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","Complete","EB310","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Representative","Good","2020-06-03T00:00:00Z","NA","NA","PRJNA635245","SAMN15030200","GCA_013260645.1","NA","CP053921","zhejiang university","Complete","Illumina HiSeq 2000","80.0x","ABySS v. May-2020","NA",0,1,3058693,62.88116,1,3058693,48,2,"NA",3039,97.4,96.5,"NA","NA","NA","mangrove soil","isolated from rhizosphere soil of mangrove plant Kandelia candel in Fugong village, Zhangzhou, China","2018-05",2018,"NA","China","Asia","China: Fujian","NA","Human, Homo sapiens","Human","NA","NA","NA","Human","NA","NA","NA","sample_type:cell culture","A novel Gram-stain negative, aerobic, non-motile, rod-shaped bacterium, designated as strain EB310, was isolated from rhizosphere soil of mangrove plant Kandelia candel in Fugong village, Zhangzhou, China.","2020-07-01T03:22:34.522Z","2020-07-01T03:22:34.522Z",1
2038396.3,"Erythrobacter sp. EC-HK427 strain ERY430","unkown","Halotolerant","Halotolerant","NA",2038396,"131567;2;1224;28211;204457;335929;2800788;1041;2633097;2038396","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter/Porphyrobacter group;Erythrobacter;unclassified Erythrobacter;Erythrobacter sp. EC-HK427","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","WGS","ERY430","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Good","2019-09-14T00:00:00Z","NA","NA","PRJEB22665","SAMEA5950561","GCA_902498745.1","NA","LR701478,LR701479,LR701477","STATION BIOLOGIQUE DE ROSCOFF","WGS","NA","NA","NA","NA",0,3,3137644,62.80169,1,3123037,45,2,"NA",3088,98.2,97,"NA","NA","NA","ground algal material and culture medium after a range of pretreatments (grinding, cell wall digestion, filtration, antibiotic treatments), and","isolated by direct plating and by dilution to extinction techniques from ground algal material and culture medium after a range of pretreatments (grinding, cell wall digestion, filtration, antibiotic treatments), and in different media","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","This project aims to elucidate the culturable and unculturable bacterial microbiome of Ectocarpus subulatus (Phaeophyceae) cultures. Bacteria were isolated by direct plating and by dilution to extinction techniques from ground algal material and culture medium after a range of pretreatments (grinding, cell wall digestion, filtration, antibiotic treatments), and in different media. Each treatment was combined with different solid/liquid culture media (Zobell, R2A, LNHM, etc.), and obtained sequences barcoded by Sanger-sequencing of the 16S. Metabarcoding of the bacterial community was carried out by Illumina 16S-Miseq sequencing of selected cultures. Selected bacteria were genome-sequenced using paired-end Illumina Miseq sequencing.","2019-10-28T04:56:01.505Z","2019-10-28T04:56:01.505Z",3
1042.237,"Erythrobacter sp. ECS31B5","unkown","Halophile","Halophile","NA",1042,"131567;2;1224;28211;204457;335929;2800788;1041;2633097;1042","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter/Porphyrobacter group;Erythrobacter;unclassified Erythrobacter;Erythrobacter sp.","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","WGS","ECS31B5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Good","2022-10-13T00:00:00Z","NA","NA","PRJNA745378","SAMN20425662","GCA_025698865.1","NA","JAILWQ000000000","NA","WGS","Illumina HiSeq","21.16x","SPAdes v. 3.15.2","NA",0,38,3163901,65.28084,2,598381,48,3,"NA",3137,97.3,96.4,0.4,96.7,"NA","enrichment culture inoculated with surface estuarine sediment","NA",44313,2021,"NA","China","Asia","China: the East China Sea","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sample_type:metagenomic assembly","NA","2022-11-22T18:01:42.242Z","2022-11-22T18:01:42.242Z",38
1849358.3,"Erythrobacter sp. EhN03","unkown","Halotolerant","Halotolerant","NA",1849358,"131567;2;1224;28211;204457;335929;2800788;1041;2633097;1849358","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter/Porphyrobacter group;Erythrobacter;unclassified Erythrobacter;Erythrobacter sp. EhN03","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","WGS","EhN03","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Good","2016-06-22T00:00:00Z","NA","NA","PRJNA321723","SAMN04957306","GCA_001650805.1","NA","LXYL00000000","University of Alberta","WGS","Illumina NextSeq 500","288.0x","CLC Genomics Workbench v. 7.5.2","NA",0,15,3007010,63.66,3,464739,45,2,"NA",2857,98.4,98.1,0.5,100,"NA","NA","NA",33424,1991,"NA","NA","NA","Pacific Ocean: South Pacific","temperature:18 C","Emiliania huxleyi","NA","NA","NA","NA","NA","NA","NA","NA","collected_by:Polans, L;sample_type:Mixed Culture (Bacteria and Emiliania huxleyi)","Bacteria associated with Emiliania huxleyi Genome sequencing and assembly","2016-07-05T11:28:34.113Z","2016-07-05T11:28:34.113Z",15
2926401.3,"Erythrobacter sp. F6033","unkown","Halotolerant","Halotolerant","NA",2926401,"131567;2;1224;28211;204457;335929;2800788;1041;2633097;2926401","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter/Porphyrobacter group;Erythrobacter;unclassified Erythrobacter;Erythrobacter sp. F6033","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","WGS","F6033","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1900-01-01T00:00:00Z","NA","NA","PRJNA824953","SAMN26635191","GCA_023016005.1","NA","JALKAZ000000000","NA","WGS","Illumina HiSeq","705x","Velvet v. v.1.2.10","NA",0,2,3043176,56.82169,1,2551901,40,3,"NA",2954,98.6,98.2,1.3,98.3,"NA","offshore sediment","NA",43739,2019,"NA","China","Asia","China: Weihai","NA","Not collected","NA","NA","NA","NA","NA","NA","NA","NA","sample_type:sediment","NA","2022-04-26T19:01:35.012Z","2022-04-26T19:01:35.012Z",2
2691582.3,"Erythrobacter sp. GH3-10","unkown","Halotolerant","Halotolerant","NA",2691582,"131567;2;1224;28211;204457;335929;2800681;2691582","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;Aurantiacibacter rhizosphaerae","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","WGS","GH3-10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Representative","Good","2019-12-28T00:00:00Z","NA","NA","PRJNA596913","SAMN13642240","GCA_009807005.1","NA","WUBR00000000","BioPS Co., Ltd.","WGS","Illumina","411.0x","SOAPdenovo v. 2.04","NA",0,6,3418029,61.31326,2,997227,45,3,"NA",3310,96.8,95.7,"NA","NA","NA","rhizoshere mudflat of a halophyte","NA",42280,2015,"NA","South Korea","Asia","South Korea: Jeju","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sample_type:cell culture","Erythrobacter dongmakensis sp. nov., isolated from a tidalmudflat","2020-01-31T14:36:42.670Z","2020-01-31T14:36:42.670Z",6
2545755.3,"Erythrobacter sp. GH3-15","unkown","Halotolerant","Halotolerant","NA",2545755,"131567;2;1224;28211;204457;335929;2800681;2545755","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;Aurantiacibacter suaedae","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","WGS","GH3-15","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Representative","Good","2019-05-16T00:00:00Z",31050623,"NA","PRJNA525521","SAMN11053201","GCA_005434915.1","NA","SKCG00000000","Jeju National Univeristy","WGS","Illumina","1.0x","SOAPdenovo v. 2.04","NA",0,8,3258548,63.394028,2,945114,47,3,"NA",3128,"NA","NA","NA","NA","NA","a rhizosphere mudflat of a halophyte","NA",42646,2016,"NA","South Korea","Asia","South Korea:Gwangwha Island, Incheon","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sample_type:cell culture","Erythrobacter suaedae sp. nov., isolated from a rhizosphere mudflat of a halophyte (Suaeda japomica)","2019-07-20T21:59:51.536Z","2019-07-20T21:59:51.536Z",8
1042.233,"Erythrobacter sp. gw_gwSRR_metabat.9","unkown","Halophile","Halophile","NA",1042,"131567;2;1224;28211;204457;335929;2800788;1041;2633097;1042","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter/Porphyrobacter group;Erythrobacter;unclassified Erythrobacter;Erythrobacter sp.","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","WGS","gw_gwSRR_metabat.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Good","2022-06-06T00:00:00Z","NA","NA","PRJNA741716","SAMN28657352","GCA_023653175.1","NA","JAMNXL000000000","NA","WGS","Illumina NovaSeq","10.0x","GS De Novo Assembler v. v.1.1.4","NA",0,289,3703081,66.96537,65,17692,37,2,"NA",3851,95.7,93.6,6.4,96.1,"NA","groundwater","NA",43981,2020,"NA","Iran","Asia","Iran: Tehran","temperature:15","NA","NA","NA","NA","NA","NA","NA","NA","NA","sample_type:metagenomic assembly","NA","2022-06-23T16:58:14.687Z","2022-06-23T16:58:14.687Z",289
1822223.3,"Erythrobacter sp. HI0020","unkown","Halotolerant","Halotolerant","NA",1822223,"131567;2;1224;28211;204457;335929;2800788;1041;2633097;1822223","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter/Porphyrobacter group;Erythrobacter;unclassified Erythrobacter;Erythrobacter sp. HI0020","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","WGS","HI0020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Good","2016-05-02T00:00:00Z","NA","NA","PRJNA305749","SAMN04580762","GCA_001634715.1","NA","LWEO00000000","Massachusetts Institute of Technology","WGS","Illumina MiSeq","32x","MIRA v. 4.9.3","NA",0,275,3189298,63.49,25,41642,47,4,"NA",3379,98.6,95,3.5,100,"NA","sea water","NA",41721,2014,"NA","NA","NA","Pacific Ocean: near Hawaii","env_biome:Marine","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Screen and identify cultures obtained from dilution-to-extinction cultivation experiments enriched with high-molecular-weight (HMW) dissolved organic matter (DOM).","2016-05-23T16:26:28.635Z","2016-05-23T16:26:28.635Z",275
1822215.3,"Erythrobacter sp. HI00D59","unkown","Halotolerant","Halotolerant","NA",1822215,"131567;2;1224;28211;204457;335929;2800788;1041;2633097;1822215","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter/Porphyrobacter group;Erythrobacter;unclassified Erythrobacter;Erythrobacter sp. HI00D59","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","WGS","HI00D59","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Good","2016-05-02T00:00:00Z","NA","NA","PRJNA305749","SAMN04580754","GCA_001635465.1","NA","LWEG00000000","Massachusetts Institute of Technology","WGS","Illumina MiSeq","172x","MIRA v. 4.9.3","NA",0,121,3347358,63.4,4,306780,48,3,"NA",3372,98.7,97.6,0.5,100,"NA","sea water","NA",41342,2013,"NA","NA","NA","Pacific Ocean: near Hawaii","env_biome:Marine","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Screen and identify cultures obtained from dilution-to-extinction cultivation experiments enriched with high-molecular-weight (HMW) dissolved organic matter (DOM).","2016-05-23T17:56:03.603Z","2016-05-23T17:56:03.603Z",121
2502843.3,"Erythrobacter sp. HKB08","unkown","Halotolerant","Halotolerant","NA",2502843,"131567;2;1224;28211;204457;335929;2800788;1041;2633097;2502843","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter/Porphyrobacter group;Erythrobacter;unclassified Erythrobacter;Erythrobacter sp. HKB08","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","Complete","HKB08","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Good","2019-01-28T00:00:00Z","NA","NA","PRJNA513246","SAMN10699220","GCA_004114695.1","NA","CP035310","Hong Kong University of Science and Technology","Complete","Illumina HiSeq","500.0x","Megahit v. v1.0.5","NA",0,1,2746949,64.41162,1,2746949,45,3,"NA",2659,"NA","NA","NA","NA","NA","NA","NA","2017-09",2017,"NA","Hong Kong","Asia","Hong Kong","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Single bacterial complete genome from marine biofilms","2019-07-20T17:28:39.013Z","2019-07-20T17:28:39.013Z",1
1798193.3,"Erythrobacter sp. HL-111","unkown","Halotolerant","Halotolerant","NA",1798193,"131567;2;1224;28211;204457;335929;2800788;1041;2633097;1798193","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter/Porphyrobacter group;Erythrobacter;unclassified Erythrobacter;Erythrobacter sp. HL-111","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","Complete","HL-111","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Good","2016-10-21T00:00:00Z","NA","NA","PRJEB16397","SAMN04515621","GCA_900105095.1","SRR4171284,SRR4171285,SRR4171286","LT629743","DOE - JOINT GENOME INSTITUTE","Complete","NA","NA","NA","NA",0,1,3191968,68.12,1,3191968,44,3,"NA",3056,98.8,98.1,"NA",100,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Erythrobacter sp. HL-111","2016-11-20T09:14:32.775Z","2016-11-20T09:14:32.775Z",1
2488860.4,"Erythrobacter sp. HN-E23","unkown","Halotolerant","Halotolerant","NA",2488860,"131567;2;1224;28211;204457;335929;2800681;2488860","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;Aurantiacibacter spongiae","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","WGS","HN-E23","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Representative","Good","2018-11-24T00:00:00Z","NA","NA","PRJNA505753","SAMN10434210","GCA_003815535.1","NA","RPFZ00000000","Xiamen Medical College","WGS","Illumina HiSeq","100.0x","SPAdes v. FEB-2018","NA",0,2,2855855,65.507,"NA",2847857,45,1,"NA",2831,98.2,97.6,"NA","NA","NA","NA","NA","2016-06",2016,"NA","China","Asia","China: Yangpu Bay, Hainan","NA","sponge","NA","NA","NA","NA","NA","NA","NA","NA","sample_type:marine sponge;biomaterial_provider:Erythrobacter sp. HN-E23 (=LMG 30457= MCCC 1K03331)","Erythrobacter sp. HN-E23 genome sequencing","2019-01-30T01:19:54.937Z","2019-01-30T01:19:54.937Z",2
2584124.3,"Erythrobacter sp. JBTF-M21","unkown","Halotolerant","Halotolerant","NA",2584124,"131567;2;1224;28211;204457;335929;2800788;1041;2584124","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter/Porphyrobacter group;Erythrobacter;Erythrobacter insulae","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","WGS","JBTF-M21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Representative","Good","2019-07-15T00:00:00Z","NA","NA","PRJNA545206","SAMN11878087","GCA_007004095.1","NA","VHJK00000000","Sungkyunkwan University","WGS","Illumina MiSeq","334.0x","A5-miseq v. 2019","NA",0,3,2986343,56.995228,1,2685587,41,2,"NA",2895,99,98.4,"NA","NA","NA","tidal flat","NA",2018,2018,"NA","South Korea","Asia","South Korea: Jebu island","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sample_type:Pure bacterial culture","Description of a novel species of the genus Erythrobacter","2019-09-30T19:36:17.775Z","2019-09-30T19:36:17.775Z",3
2793064.3,"Erythrobacter sp. JGD-13","unkown","Halotolerant","Halotolerant","NA",2793064,"131567;2;1224;28211;204457;335929;2800681;2793064","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;Aurantiacibacter sediminis","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","WGS","JGD-13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Representative","Good","2020-12-14T00:00:00Z","NA","NA","PRJNA681407","SAMN16952909","GCA_016019885.1","NA","JAEANY000000000","Korea University","WGS","Illumina MiSeq","310.7x","SPAdes genome assembler v. 3.10.1","NA",0,14,2668619,60.19515,2,782057,43,3,"NA",2667,97.9,97.5,"NA","NA","NA","tidal flat sediment","NA",43643,2019,"NA","South Korea","Asia","South Korea: Taean-gun","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sample_type:pure culture","a marine bacterium isolated from a tidal flat","2021-01-01T19:28:00.396Z","2021-01-01T19:28:00.396Z",14
2829500.3,"Erythrobacter sp. JK5","unkown","Halotolerant","Halotolerant","NA",2829500,"131567;2;1224;28211;204457;335929;2800788;1041;2633097;2829500","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter/Porphyrobacter group;Erythrobacter;unclassified Erythrobacter;Erythrobacter sp. JK5","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","Complete","JK5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Good","2021-04-29T00:00:00Z","NA","NA","PRJNA723134","SAMN18805690","GCA_018205975.1","NA","CP073577","Jeju National University","Complete","PacBio RSII","183.0x","HGAP v. 3.0","NA",0,1,3340457,64.244026,1,3340457,46,3,"NA",3360,98.1,95.4,"NA","NA","NA","sediment","NA",2019,2019,"NA","South Korea","Asia","South Korea: Jeju island","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Genome study for the novel species isolated from various environments","2021-06-02T18:04:28.249Z","2021-06-02T18:04:28.249Z",1
383381.3,"Erythrobacter sp. JL475","unkown","Halotolerant","Halotolerant","NA",383381,"131567;2;1224;28211;204457;335929;2800788;1041;2633097;383381","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter/Porphyrobacter group;Erythrobacter;unclassified Erythrobacter;Erythrobacter sp. JL475","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","WGS","JL475","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Good","2014-06-27T00:00:00Z","-","NA","PRJNA245370","SAMN02737000","GCA_000714765.1","NA","JMIV00000000","Xiamen University","WGS","Illumina HiSeq","780.0x","Velvet v. 1.2.03","NA",0,7,3263324,61.8,2,797565,45,3,"NA",3135,98.8,98.2,"NA",100,"NA","seawater from South China Sea","NA",2004,2004,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","A comprehensive comparison of genomes of Erythrobacter spp. Strains;contaminated","2014-12-08T23:16:28.789Z","2015-03-16T03:17:09.594Z",7
1581420.6,"Erythrobacter sp. KA37","unkown","Halotolerant","Halotolerant","NA",1581420,"131567;2;1224;28211;204457;335929;2800681;1581420","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;Aurantiacibacter luteus","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","WGS","KA37","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","MCCC:1F01227","Yes","Representative","Good","2015-05-20T00:00:00Z","NA","NA","PRJNA280925","SAMN03480690","GCF_001010945.1","NA","LBHB00000000","The Third Institute of State Oceanic Administration","WGS","Illumina HiSeq","100.0x","SOAPdenovo v. 2.04","NA",0,22,2887216,67.17,2,1064700,46,1,"NA",2886,97.4,96.7,"NA",100,"NA","mangrove sediment","NA","2014-01",2014,"NA","China","Asia","China: Xhangjiakou, Fujian Province","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sample_type:sediment","type strain","2016-01-17T16:03:11.891Z","2016-01-17T16:03:11.891Z",22
1042.238,"Erythrobacter sp. KatS3mg120","unkown","Halophile","Halophile","NA",1042,"131567;2;1224;28211;204457;335929;2800788;1041;2633097;1042","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter/Porphyrobacter group;Erythrobacter;unclassified Erythrobacter;Erythrobacter sp.","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","WGS","KatS3mg120","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Good","2022-10-07T00:00:00Z","NA","NA","PRJDB11609","SAMD00319444","GCA_026004955.1","NA","BPKD00000000","NA","WGS","PacBio Sequel II","Unknown","flye v. 2.8.3","NA",0,10,2965871,67.89264,3,380315,46,3,"NA",2989,97.3,95,5.7,97.9,"NA","sediments collected from the Katase hot spring field","NA",41071,2012,"NA","Japan","Asia","Japan:Shizuoka, Higashi-izu, Arayu","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sample_type:metagenomic assembly","NA","2022-11-23T00:03:39.088Z","2022-11-23T00:03:39.088Z",10
2486356.3,"Erythrobacter sp. KEM-5","unkown","Halotolerant","Halotolerant","NA",2486356,"131567;2;1224;28211;204457;335929;1855416;2486356","cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Qipengyuania;Qipengyuania marisflavi","Bacteria","NA","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","NA","WGS","KEM-5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Representative","Good","2019-05-29T00:00:00Z","NA","NA","PRJNA543213","SAMN11658262","GCA_005884405.1","NA","VCAO00000000","Sungkyunkwan University","WGS","Illumina MiSeq","413.9x","A5-miseq v. 2019","NA",0,18,2669685,61.733185,2,479259,43,2,"NA",2630,"NA","NA","NA","NA","NA","water of an estuary environment","NA","2015-04",2015,"NA","South Korea","Asia","South Korea: Seocheon","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","sample_type:Pure bacterial culture","Description of a new species of the genus Erythrobacter","2019-07-20T16:06:09.370Z","2019-07-20T16:06:09.370Z",18
